superalimento_id,nombre,nombre_cientifico,categoria_id,descripcion,origen,forma_consumo,disponibilidad,precio_relativo,precauciones,funcion_principal,tipo_alimento,proveedor,preciokilo,calorias,proteinas,carbohidratos,grasas_totales,grasas_saturadas,grasas_insaturadas,omega_3,omega_6,fibra,azucares,indice_glucemico,unidad_medida,porcion_referencia,vitamina_a,vitamina_c,vitamina_d,vitamina_e,vitamina_k,vitamina_b1,vitamina_b2,vitamina_b3,vitamina_b5,vitamina_b6,vitamina_b9,vitamina_b12,calcio,hierro,magnesio,fosforo,potasio,sodio,zinc,cobre,manganeso,selenio,yodo,polifenoles,flavonoides,carotenoides,antocianinas,capacidad_antioxidante_total,tipo_procesamiento,dosis_min_diaria,dosis_max_diaria,unidad_dosis,fuente_cientifica_dosis,clasificacion,sinergias,antisinergias,biodisponibilidad_porcentaje,claims_seremi,claims_referencia
368,"pan, avena (50)",,7,alimento chileno de la categoria 7,chile,segun preparacion tradicional,todo el ano,2,,🥬 multinutriente,cereal / grano,tabla composicion quimica alimentos chilenos,,241.0,3.8,,1.5,,,,,,,,g,100,,,,,,0.22,0.13,,,,,,65.0,2.2,,125.0,,,,,,,,,,,,,alimento_completo,,,,,alimento_comun,,,60,bajo_en_grasa|buena_fuente_hierro,por_100g
369,"pan, contenido blanco (50)",,7,alimento chileno de la categoria 7,chile,segun preparacion tradicional,todo el ano,2,,🥬 multinutriente,hoja / infusion,tabla composicion quimica alimentos chilenos,,243.0,3.5,,0.7,,,,,,,,g,100,,,,,,0.07,0.03,,,,,,45.0,2.5,,131.0,,,,,,,,,,,,,materia_prima,,,,,alimento_comun,,,60,bajo_en_grasa|buena_fuente_hierro,por_100g
370,cachaco (44)(45)(46),,7,alimento chileno de la categoria 7,chile,segun preparacion tradicional,todo el ano,2,,🥬 multinutriente,cereal / grano,tabla composicion quimica alimentos chilenos,,316.0,6.3,,0.1,,,,,0.9,,,g,100,,0.5,,,,0.4,0.12,1.6,,,,,43.0,0.0,,112.0,184.0,5.0,,,,,,,,,,,alimento_completo,,,,,alimento_comun,,,60,bajo_en_grasa|bajo_en_sodio|libre_de_grasa,por_100g
371,cholgua (45)(46),,7,alimento chileno de la categoria 7,chile,segun preparacion tradicional,todo el ano,2,,🥬 multinutriente,cereal / grano,tabla composicion quimica alimentos chilenos,,333.0,11.2,,0.2,,,,,0.6,,,g,100,,0.1,,,,0.4,0.23,2.8,,,,,23.0,,,160.0,185.0,2.0,,,,,,,,,,,alimento_completo,,,,,alimento_comun,,,60,bajo_en_grasa|bajo_en_sodio|libre_de_grasa,por_100g
372,chileno (puacker),,7,alimento chileno de la categoria 7,chile,segun preparacion tradicional,todo el ano,2,,🥬 multinutriente,cereal / grano,tabla composicion quimica alimentos chilenos,,304.0,10.6,,0.3,,,,,0.6,,,g,100,,,,,,0.46,0.17,2.4,,,,,23.0,,,153.0,184.0,6.0,,,,,,,,,,,alimento_completo,,,,,alimento_comun,,,60,bajo_en_grasa|bajo_en_sodio|libre_de_grasa,por_100g
373,galletas dobles con grasa y crema,,7,alimento chileno de la categoria 7,chile,segun preparacion tradicional,todo el ano,2,,🥬 multinutriente,aceite / grasa,tabla composicion quimica alimentos chilenos,,522.0,10.9,542.0,34.4,,,,,0.4,,,g,100,,,,,,0.05,0.16,,,,,,133.0,1.8,,155.0,271.0,108.0,,,,,,,,,,,alimento_completo,,,,,alimento_comun,,,60,bajo_en_sodio|buena_fuente_calcio|buena_fuente_hierro,por_100g
374,soda,,7,alimento chileno de la categoria 7,chile,segun preparacion tradicional,todo el ano,2,,🥬 multinutriente,cereal / grano,tabla composicion quimica alimentos chilenos,,414.0,12.9,67.3,13.4,,,,,0.4,,,g,100,,,,,,,,,,,,,14.0,1.4,,124.0,147.0,662.0,,,,,,,,,,,alimento_completo,,,,,alimento_comun,,,60,,por_100g
375,tridon,,7,alimento chileno de la categoria 7,chile,segun preparacion tradicional,todo el ano,2,,🥬 multinutriente,cereal / grano,tabla composicion quimica alimentos chilenos,,451.0,7.8,83.3,10.4,,,,,0.7,,,g,100,,0.05,,,,1.11,0.26,2.0,,,,,12.0,0.9,,144.0,92.0,277.0,,,,,,,,,,,alimento_completo,,,,,alimento_comun,,,60,,por_100g
376,sivinson,,7,alimento chileno de la categoria 7,chile,segun preparacion tradicional,todo el ano,2,,🥬 multinutriente,cereal / grano,tabla composicion quimica alimentos chilenos,,410.0,8.7,67.0,10.7,,,,,2.1,,,g,100,,,,,,0.61,0.09,,,,,,8.0,1.1,,90.0,85.0,225.0,,,,,,,,,,,alimento_completo,,,,,alimento_comun,,,60,,por_100g
377,maiz normal (44)(45)(46),,7,alimento chileno de la categoria 7,chile,segun preparacion tradicional,todo el ano,2,,🥬 multinutriente,cereal / grano,tabla composicion quimica alimentos chilenos,,331.0,11.5,,3.2,,,,,0.6,,,g,100,,,,,,0.4,0.16,2.6,,,,,30.0,1.0,,140.0,384.0,6.0,,,,,,,,,,,alimento_completo,,,,,alimento_comun,,,60,bajo_en_sodio|buena_fuente_potasio,por_100g
378,"maiz, maiz",,7,alimento chileno de la categoria 7,chile,segun preparacion tradicional,todo el ano,2,,🥬 multinutriente,cereal / grano,tabla composicion quimica alimentos chilenos,,337.0,11.5,,3.0,,,,,0.4,,,g,100,,,,,,0.33,0.1,2.6,,,,,25.0,0.6,,152.0,340.0,10.0,,,,,,,,,,,alimento_completo,,,,,alimento_comun,,,60,bajo_en_grasa|bajo_en_sodio,por_100g
379,"moc. 1,0 %",,7,alimento chileno de la categoria 7,chile,segun preparacion tradicional,todo el ano,2,,🥬 multinutriente,cereal / grano,tabla composicion quimica alimentos chilenos,,371.0,13.3,,3.6,,,,,0.9,,,g,100,,,,,,0.38,0.12,2.8,,,,,27.0,1.4,,150.0,350.0,10.0,,,,,,,,,,,alimento_completo,,,,,alimento_comun,,,60,bajo_en_sodio|buena_fuente_potasio,por_100g
380,moc. tipo,,7,alimento chileno de la categoria 7,chile,segun preparacion tradicional,todo el ano,2,,🥬 multinutriente,cereal / grano,tabla composicion quimica alimentos chilenos,,373.0,13.7,,3.2,,,,,0.9,,,g,100,,,,,,0.35,0.1,3.0,,,,,27.0,1.0,,154.0,371.0,9.0,,,,,,,,,,,alimento_completo,,,,,alimento_comun,,,60,bajo_en_sodio|buena_fuente_potasio,por_100g
381,moc. 40%,,7,alimento chileno de la categoria 7,chile,segun preparacion tradicional,todo el ano,2,,🥬 multinutriente,cereal / grano,tabla composicion quimica alimentos chilenos,,322.0,11.6,,11.6,,,,,3.3,,,g,100,,,,,,0.39,0.11,3.0,,,,,22.0,1.1,,150.0,375.0,10.0,,,,,,,,,,,alimento_completo,,,,,alimento_comun,,,60,bajo_en_sodio|buena_fuente_fibra|buena_fuente_potasio,por_100g
382,arveja seca,,8,alimento chileno de la categoria 8,chile,segun preparacion tradicional,todo el ano,2,,🥬 multinutriente,otro,tabla composicion quimica alimentos chilenos,,334.0,22.4,58.8,2.2,,,,,4.0,,,g,100,,1.7,,,,0.28,0.03,2.0,,,,,65.0,3.5,,306.0,751.0,4.0,,,,,,,,,,,alimento_completo,,,,,alimento_comun,,,60,bajo_en_grasa|bajo_en_sodio|buena_fuente_fibra|buena_fuente_hierro|buena_fuente_potasio|excelente_fuente_potasio,por_100g
383,lenteja cocina,,8,alimento chileno de la categoria 8,chile,segun preparacion tradicional,todo el ano,2,,🥬 multinutriente,hoja / infusion,tabla composicion quimica alimentos chilenos,,334.0,7.6,31.0,1.0,,,,,1.8,,,g,100,,,,,,,,,,,,,21.0,,,190.0,,,,,,,,,,,,,materia_prima,,,,,alimento_comun,,,60,bajo_en_grasa,por_100g
384,lupino var. andino (58),,8,alimento chileno de la categoria 8,chile,segun preparacion tradicional,todo el ano,2,,🥬 multinutriente,otro,tabla composicion quimica alimentos chilenos,,352.0,15.4,36.1,1.5,,,,,3.3,,,g,100,,,,,,0.3,0.3,,,,,,49.0,3.6,,259.0,,,,,,,,,,,,,alimento_completo,,,,,alimento_comun,,,60,bajo_en_grasa|buena_fuente_fibra|buena_fuente_hierro|excelente_fuente_hierro,por_100g
385,arveja cruda (54),,8,alimento chileno de la categoria 8,chile,segun preparacion tradicional,todo el ano,2,,🥬 multinutriente,otro,tabla composicion quimica alimentos chilenos,,340.0,23.3,57.9,1.2,,,,,3.9,,,g,100,,2.5,,,,0.35,0.05,2.3,,,,,49.0,3.3,,270.0,886.0,1.0,,,,,,,,,,,alimento_completo,,,,,alimento_comun,,,60,bajo_en_grasa|bajo_en_sodio|buena_fuente_fibra|buena_fuente_hierro|buena_fuente_potasio|excelente_fuente_potasio,por_100g
386,arveja precocida (54),,8,alimento chileno de la categoria 8,chile,segun preparacion tradicional,todo el ano,2,,🥬 multinutriente,otro,tabla composicion quimica alimentos chilenos,,341.0,21.4,61.6,1.0,,,,,3.6,,,g,100,,1.1,,,,0.41,0.06,2.0,,,,,86.0,3.8,,325.0,738.0,4.0,,,,,,,,,,,alimento_completo,,,,,alimento_comun,,,60,bajo_en_grasa|bajo_en_sodio|buena_fuente_fibra|buena_fuente_hierro|excelente_fuente_hierro|buena_fuente_potasio|excelente_fuente_potasio,por_100g
387,catimoro,,8,alimento chileno de la categoria 8,chile,segun preparacion tradicional,todo el ano,2,,🥬 multinutriente,otro,tabla composicion quimica alimentos chilenos,,339.0,21.5,62.5,0.8,,,,,7.1,,,g,100,,,,,,0.41,0.05,1.7,,,,,186.0,4.4,,338.0,827.0,,,,,,,,,,,,alimento_completo,,,,,alimento_comun,,,60,bajo_en_grasa|buena_fuente_fibra|excelente_fuente_fibra|buena_fuente_calcio|buena_fuente_hierro|excelente_fuente_hierro|buena_fuente_potasio|excelente_fuente_potasio,por_100g
388,chacha (55),,8,alimento chileno de la categoria 8,chile,segun preparacion tradicional,todo el ano,2,,🥬 multinutriente,otro,tabla composicion quimica alimentos chilenos,,327.0,19.7,56.6,0.7,,,,,1.3,,,g,100,,,,,,0.28,0.03,0.8,,,,,136.0,2.7,,283.0,719.0,,,,,,,,,,,,alimento_completo,,,,,alimento_comun,,,60,bajo_en_grasa|buena_fuente_calcio|buena_fuente_hierro|buena_fuente_potasio|excelente_fuente_potasio,por_100g
389,"chacha, haba cruda (54)",,8,alimento chileno de la categoria 8,chile,segun preparacion tradicional,todo el ano,2,,🥬 multinutriente,otro,tabla composicion quimica alimentos chilenos,,329.0,16.1,62.9,0.7,,,,,1.0,,,g,100,,,,,,0.46,0.07,0.9,,,,,262.0,3.1,,475.0,728.0,,,,,,,,,,,,alimento_completo,,,,,alimento_comun,,,60,bajo_en_grasa|buena_fuente_calcio|excelente_fuente_calcio|buena_fuente_hierro|buena_fuente_potasio|excelente_fuente_potasio,por_100g
390,fecula de haba precocida (54),,8,alimento chileno de la categoria 8,chile,segun preparacion tradicional,todo el ano,2,,🥬 multinutriente,otro,tabla composicion quimica alimentos chilenos,,344.0,24.0,54.7,1.5,,,,,1.5,,,g,100,,,,,,0.2,0.11,,,,,,131.0,4.0,,464.0,688.0,,,,,,,,,,,,alimento_completo,,,,,alimento_comun,,,60,bajo_en_grasa|buena_fuente_calcio|buena_fuente_hierro|excelente_fuente_hierro|buena_fuente_potasio,por_100g
391,frejol comun (53),,8,alimento chileno de la categoria 8,chile,segun preparacion tradicional,todo el ano,2,,🥬 multinutriente,otro,tabla composicion quimica alimentos chilenos,,335.0,19.2,60.0,1.0,,,,,1.9,,,g,100,,,,,,0.12,0.1,,,,,,43.0,3.6,,259.0,,,,,,,,,,,,,alimento_completo,,,,,alimento_comun,,,60,bajo_en_grasa|buena_fuente_hierro|excelente_fuente_hierro,por_100g
392,"garbanzo, haba precocida (54)",,8,alimento chileno de la categoria 8,chile,segun preparacion tradicional,todo el ano,2,,🥬 multinutriente,otro,tabla composicion quimica alimentos chilenos,,352.0,15.4,36.1,1.5,,,,,3.3,,,g,100,,,,,,0.3,0.3,,,,,,49.0,3.5,,352.0,352.0,,,,,,,,,,,,alimento_completo,,,,,alimento_comun,,,60,bajo_en_grasa|buena_fuente_fibra|buena_fuente_hierro|buena_fuente_potasio,por_100g
393,acelga cocida,,9,alimento chileno de la categoria 9,chile,segun preparacion tradicional,todo el ano,2,,🥬 multinutriente,verdura / hortaliza,tabla composicion quimica alimentos chilenos,,25.0,1.3,51.0,0.4,,,,,1.0,,,g,100,,31.0,,,,0.02,0.05,0.4,,,,,124.0,3.7,,26.0,189.0,278.0,,,,,,,,,,,materia_prima,,,,,alimento_comun,,calcio (oxalatos reducen absorcion),60,bajo_en_grasa|buena_fuente_calcio|buena_fuente_hierro|excelente_fuente_hierro|buena_fuente_vitamina_c|excelente_fuente_vitamina_c|bajo_en_calorias|libre_de_grasa,por_100g
394,chirivia fresca,,9,alimento chileno de la categoria 9,chile,segun preparacion tradicional,todo el ano,2,,🥬 multinutriente,verdura / hortaliza,tabla composicion quimica alimentos chilenos,,45.0,1.0,46.4,0.1,,,,,0.7,,,g,100,,11.0,,,,0.06,0.06,0.6,,,,,63.0,3.4,,55.0,180.0,29.0,,,,,,,,,,,materia_prima,,,,,alimento_comun,,,60,bajo_en_grasa|bajo_en_sodio|buena_fuente_hierro|buena_fuente_vitamina_c|libre_de_grasa,por_100g
395,chirivia cocida,,9,alimento chileno de la categoria 9,chile,segun preparacion tradicional,todo el ano,2,,🥬 multinutriente,verdura / hortaliza,tabla composicion quimica alimentos chilenos,,40.0,1.0,42.4,0.1,,,,,0.5,,,g,100,,7.0,,,,0.03,0.04,0.3,,,,,59.0,2.9,,44.0,160.0,35.0,,,,,,,,,,,materia_prima,,,,,alimento_comun,,,60,bajo_en_grasa|bajo_en_sodio|buena_fuente_hierro|libre_de_grasa,por_100g
396,coliflor cruda,,9,alimento chileno de la categoria 9,chile,segun preparacion tradicional,todo el ano,2,,🥬 multinutriente,verdura / hortaliza,tabla composicion quimica alimentos chilenos,,25.0,2.1,41.1,0.1,,,,,0.6,,,g,100,,50.0,,,,0.11,0.06,0.6,,,,,64.0,1.8,,35.0,80.0,40.0,,,,,,,,,,,materia_prima,,,,,alimento_comun,,,60,bajo_en_grasa|bajo_en_sodio|buena_fuente_hierro|buena_fuente_vitamina_c|excelente_fuente_vitamina_c|bajo_en_calorias|libre_de_grasa,por_100g
397,coliflor cocida,,9,alimento chileno de la categoria 9,chile,segun preparacion tradicional,todo el ano,2,,🥬 multinutriente,verdura / hortaliza,tabla composicion quimica alimentos chilenos,,27.0,1.5,45.5,0.1,,,,,0.5,,,g,100,,40.0,,,,0.09,0.06,0.6,,,,,65.0,1.0,,37.0,105.0,61.0,,,,,,,,,,,materia_prima,,,,,alimento_comun,,,60,bajo_en_grasa|bajo_en_sodio|buena_fuente_vitamina_c|excelente_fuente_vitamina_c|bajo_en_calorias|libre_de_grasa,por_100g
398,colza fresca,,9,alimento chileno de la categoria 9,chile,segun preparacion tradicional,todo el ano,2,,🥬 multinutriente,verdura / hortaliza,tabla composicion quimica alimentos chilenos,,30.0,2.4,26.2,0.3,,,,,1.1,,,g,100,,54.0,,,,0.1,0.08,0.7,,,,,80.0,3.3,,55.0,49.0,22.0,,,,,,,,,,,materia_prima,,,,,alimento_comun,,,60,bajo_en_grasa|bajo_en_sodio|buena_fuente_hierro|buena_fuente_vitamina_c|excelente_fuente_vitamina_c|bajo_en_calorias|libre_de_grasa,por_100g
399,espinaca cruda,,9,alimento chileno de la categoria 9,chile,segun preparacion tradicional,todo el ano,2,,🥬 multinutriente,verdura / hortaliza,tabla composicion quimica alimentos chilenos,,23.0,3.1,41.6,0.2,,,,,0.9,,,g,100,,71.0,,,,0.13,0.3,1.6,,,,,130.0,3.2,,35.0,50.0,10.0,,,,,,,,,,,materia_prima,,,,,alimento_comun,,calcio (oxalatos reducen absorcion),60,bajo_en_grasa|bajo_en_sodio|buena_fuente_calcio|buena_fuente_hierro|buena_fuente_vitamina_c|excelente_fuente_vitamina_c|bajo_en_calorias|libre_de_grasa,por_100g
400,espinaca cocida,,9,alimento chileno de la categoria 9,chile,segun preparacion tradicional,todo el ano,2,,🥬 multinutriente,verdura / hortaliza,tabla composicion quimica alimentos chilenos,,24.0,3.0,44.4,0.1,,,,,0.8,,,g,100,,26.0,,,,0.03,0.06,0.5,,,,,37.0,2.1,,35.0,75.0,33.0,,,,,,,,,,,materia_prima,,,,,alimento_comun,,calcio (oxalatos reducen absorcion),60,bajo_en_grasa|bajo_en_sodio|buena_fuente_hierro|buena_fuente_vitamina_c|excelente_fuente_vitamina_c|bajo_en_calorias|libre_de_grasa,por_100g
401,lechuga,,9,alimento chileno de la categoria 9,chile,segun preparacion tradicional,todo el ano,2,,🥬 multinutriente,verdura / hortaliza,tabla composicion quimica alimentos chilenos,,15.0,1.1,18.4,0.1,,,,,0.3,,,g,100,,26.0,,,,0.03,0.01,0.4,,,,,25.0,0.6,,12.0,23.0,18.0,,,,,,,,,,,materia_prima,,,,,alimento_comun,,,60,bajo_en_grasa|bajo_en_sodio|buena_fuente_vitamina_c|excelente_fuente_vitamina_c|bajo_en_calorias|libre_de_grasa,por_100g
402,"perejil, ensalada",,9,alimento chileno de la categoria 9,chile,segun preparacion tradicional,todo el ano,2,,🥬 multinutriente,verdura / hortaliza,tabla composicion quimica alimentos chilenos,,56.0,4.5,90.4,0.7,,,,,1.4,,,g,100,,43.0,,,,0.38,0.12,1.3,,,,,252.0,7.1,,125.0,128.0,471.0,,,,,,,,,,,materia_prima,,,,,alimento_comun,,,60,bajo_en_grasa|buena_fuente_calcio|excelente_fuente_calcio|buena_fuente_hierro|excelente_fuente_hierro|buena_fuente_vitamina_c|excelente_fuente_vitamina_c,por_100g
403,alcachofa,,9,alimento chileno de la categoria 9,chile,segun preparacion tradicional,todo el ano,2,,🥬 multinutriente,verdura / hortaliza,tabla composicion quimica alimentos chilenos,,21.0,1.9,27.1,0.3,,,,,0.4,,,g,100,,9.2,,,,0.08,0.05,2.2,,,,,69.0,1.4,,25.0,182.0,37.0,,,,,,,,,,,materia_prima,,,,,alimento_comun,,,60,bajo_en_grasa|bajo_en_sodio|buena_fuente_vitamina_c|bajo_en_calorias|libre_de_grasa,por_100g
404,"poroto, verde crudo",,9,alimento chileno de la categoria 9,chile,segun preparacion tradicional,todo el ano,2,,🥬 multinutriente,verdura / hortaliza,tabla composicion quimica alimentos chilenos,,25.0,1.0,34.2,0.0,,,,,2.6,,,g,100,,0.9,,,,0.05,0.03,0.05,,,,,15.0,0.7,,19.0,147.0,3.0,,,,,,,,,,,materia_prima,,,,,alimento_comun,,,60,bajo_en_grasa|bajo_en_sodio|bajo_en_calorias|libre_de_grasa,por_100g
405,apio,,9,alimento chileno de la categoria 9,chile,segun preparacion tradicional,todo el ano,2,,🥬 multinutriente,verdura / hortaliza,tabla composicion quimica alimentos chilenos,,16.0,1.4,19.0,0.1,,,,,0.7,,,g,100,,11.0,,,,0.01,0.05,1.3,,,,,49.0,1.9,,28.0,44.0,271.0,,,,,,,,,,,materia_prima,,,,,alimento_comun,,,60,bajo_en_grasa|buena_fuente_hierro|buena_fuente_vitamina_c|bajo_en_calorias|libre_de_grasa,por_100g
406,zapallo crudo,,9,alimento chileno de la categoria 9,chile,segun preparacion tradicional,todo el ano,2,,🥬 multinutriente,verdura / hortaliza,tabla composicion quimica alimentos chilenos,,31.0,0.2,7.0,0.06,,,,,0.8,,,g,100,,12.2,,,,0.02,0.005,0.5,,,,,25.0,0.5,,21.0,361.0,2.0,,,,,,,,,,,materia_prima,,,,,alimento_comun,,,60,bajo_en_grasa|bajo_en_sodio|buena_fuente_vitamina_c|buena_fuente_potasio|bajo_en_calorias|libre_de_grasa,por_100g
407,zapallo italiano asado,,9,alimento chileno de la categoria 9,chile,segun preparacion tradicional,todo el ano,2,,🥬 multinutriente,verdura / hortaliza,tabla composicion quimica alimentos chilenos,,14.0,0.8,5.5,0.06,,,,,0.5,,,g,100,,8.5,,,,0.05,0.11,0.6,,,,,22.0,0.7,,26.0,251.0,1.1,,,,,,,,,,,alimento_completo,,,,,alimento_comun,,,60,bajo_en_grasa|bajo_en_sodio|bajo_en_calorias|libre_de_grasa,por_100g
408,luche,,9,alimento chileno de la categoria 9,chile,segun preparacion tradicional,todo el ano,2,,🥬 multinutriente,verdura / hortaliza,tabla composicion quimica alimentos chilenos,,32.0,1.5,4.3,0.4,,,,,6.3,,,g,100,,3.0,,,,0.04,0.05,0.04,,,,,50.0,8.9,,85.0,365.0,78.0,,,,,,,,,,,materia_prima,,,,,alimento_comun,,,60,bajo_en_grasa|bajo_en_sodio|buena_fuente_fibra|excelente_fuente_fibra|buena_fuente_hierro|excelente_fuente_hierro|buena_fuente_potasio|bajo_en_calorias|libre_de_grasa,por_100g
409,ajo verde,,9,alimento chileno de la categoria 9,chile,segun preparacion tradicional,todo el ano,2,,🥬 multinutriente,verdura / hortaliza,tabla composicion quimica alimentos chilenos,,41.0,1.7,19.1,,,,,,1.2,,,g,100,,6.1,,,,0.06,0.03,0.8,,,,,49.0,0.7,,36.0,271.0,82.0,,,,,,,,,,,materia_prima,,,,,alimento_comun,,,60,bajo_en_sodio,por_100g
410,papa cruda,,9,alimento chileno de la categoria 9,chile,segun preparacion tradicional,todo el ano,2,,🥬 multinutriente,verdura / hortaliza,tabla composicion quimica alimentos chilenos,,77.0,1.6,165.0,0.1,,,,,0.5,,,g,100,,27.8,,,,0.13,0.03,1.4,,,,,11.0,1.1,,51.0,419.0,7.0,,,,,,,,,,,materia_prima,,,,,alimento_comun,,,60,bajo_en_grasa|bajo_en_sodio|buena_fuente_vitamina_c|excelente_fuente_vitamina_c|buena_fuente_potasio|libre_de_grasa,por_100g
411,papa cocida,,9,alimento chileno de la categoria 9,chile,segun preparacion tradicional,todo el ano,2,,🥬 multinutriente,verdura / hortaliza,tabla composicion quimica alimentos chilenos,,81.0,1.6,158.0,0.2,,,,,0.7,,,g,100,,7.0,,,,0.06,0.04,0.4,,,,,36.0,0.9,,16.0,227.0,3.9,,,,,,,,,,,materia_prima,,,,,alimento_comun,,,60,bajo_en_grasa|bajo_en_sodio|libre_de_grasa,por_100g
412,zanahoria,,9,alimento chileno de la categoria 9,chile,segun preparacion tradicional,todo el ano,2,,🥬 multinutriente,verdura / hortaliza,tabla composicion quimica alimentos chilenos,,38.0,0.9,90.0,0.5,,,,,8.1,,,g,100,,3.0,,,,0.06,0.03,0.2,,,,,36.0,0.6,,20.0,227.0,15.0,,,,,,,,,,,materia_prima,,,,,alimento_comun,,,60,bajo_en_grasa|bajo_en_sodio|buena_fuente_fibra|excelente_fuente_fibra|bajo_en_calorias,por_100g
413,apio cocido,,9,alimento chileno de la categoria 9,chile,segun preparacion tradicional,todo el ano,2,,🥬 multinutriente,verdura / hortaliza,tabla composicion quimica alimentos chilenos,,45.0,0.9,33.9,0.2,,,,,0.7,,,g,100,,14.4,,,,0.03,0.03,0.7,,,,,125.0,4.0,,60.0,198.0,234.0,,,,,,,,,,,alimento_completo,,,,,alimento_comun,,,60,bajo_en_grasa|buena_fuente_calcio|buena_fuente_hierro|excelente_fuente_hierro|buena_fuente_vitamina_c|libre_de_grasa,por_100g
414,arenque,,9,alimento chileno de la categoria 9,chile,segun preparacion tradicional,todo el ano,2,,🥬 multinutriente,verdura / hortaliza,tabla composicion quimica alimentos chilenos,,87.0,19.9,0.5,18.3,,,,,,,,g,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,materia_prima,,,,,alimento_comun,,,60,,por_100g
415,berro,,9,alimento chileno de la categoria 9,chile,segun preparacion tradicional,todo el ano,2,,🥬 multinutriente,verdura / hortaliza,tabla composicion quimica alimentos chilenos,,17.0,3.0,29.7,0.3,,,,,1.3,,,g,100,,133.0,,,,0.18,0.13,0.5,,,,,126.0,8.3,,103.0,40.0,70.0,,,,,,,,,,,materia_prima,,,,,alimento_comun,,,60,bajo_en_grasa|bajo_en_sodio|buena_fuente_calcio|buena_fuente_hierro|excelente_fuente_hierro|buena_fuente_vitamina_c|excelente_fuente_vitamina_c|bajo_en_calorias|libre_de_grasa,por_100g
416,beterraga,,9,alimento chileno de la categoria 9,chile,segun preparacion tradicional,todo el ano,2,,🥬 multinutriente,hoja / infusion,tabla composicion quimica alimentos chilenos,,38.0,1.1,41.2,0.1,,,,,0.4,,,g,100,,4.1,,,,0.08,0.1,0.7,,,,,47.0,1.5,,29.0,100.0,107.0,,,,,,,,,,,materia_prima,,,,,alimento_comun,,,60,bajo_en_grasa|bajo_en_sodio|bajo_en_calorias|libre_de_grasa,por_100g
417,alcayota,,10,alimento chileno de la categoria 10,chile,segun preparacion tradicional,todo el ano,2,,🔥 antioxidante,fruta / jugo,tabla composicion quimica alimentos chilenos,,18.0,0.1,42.0,0.1,,,,,0.5,,,g,100,,,,,,0.01,0.05,0.2,,,,,122.0,9.0,,32.0,,,,,,,,,,,,,materia_prima,,,,,alimento_funcional,,,60,bajo_en_grasa|buena_fuente_calcio|buena_fuente_hierro|excelente_fuente_hierro|bajo_en_calorias|libre_de_grasa,por_100g
418,melon,,10,alimento chileno de la categoria 10,chile,segun preparacion tradicional,todo el ano,2,,🔥 antioxidante,fruta / jugo,tabla composicion quimica alimentos chilenos,,16.0,0.4,93.0,0.1,,,,,0.5,,,g,100,,1.0,,,,0.04,0.03,,,,,,21.0,0.0,,14.0,,,,,,,,,,,,,materia_prima,,,,,alimento_funcional,,,60,bajo_en_grasa|bajo_en_calorias|libre_de_grasa,por_100g
419,membrillo (dulce de),,10,alimento chileno de la categoria 10,chile,segun preparacion tradicional,todo el ano,2,,🔥 antioxidante,fruta / jugo,tabla composicion quimica alimentos chilenos,,76.0,0.3,107.0,0.0,,,,,0.5,,,g,100,,,,,,0.04,0.03,,,,,,16.0,3.0,,38.0,,,,,,,,,,,,,materia_prima,,,,,alimento_funcional,,,60,bajo_en_grasa|buena_fuente_hierro|libre_de_grasa,por_100g
420,marraqueta,,10,alimento chileno de la categoria 10,chile,segun preparacion tradicional,todo el ano,2,,🔥 antioxidante,fruta / jugo,tabla composicion quimica alimentos chilenos,,220.0,7.4,1033.0,1.4,,,,,0.4,,,g,100,,,,,,0.4,0.3,,,,,,38.0,8.0,,50.0,,,,,,,,,,,,,materia_prima,,,,,alimento_funcional,,,60,bajo_en_grasa|buena_fuente_hierro|excelente_fuente_hierro,por_100g
421,papaya,,10,alimento chileno de la categoria 10,chile,segun preparacion tradicional,todo el ano,2,,🔥 antioxidante,fruta / jugo,tabla composicion quimica alimentos chilenos,,50.0,0.4,120.0,0.3,,,,,0.4,,,g,100,,,,,,0.3,0.1,,,,,,24.0,3.0,,13.0,,,,,,,,,,,,,materia_prima,,,,,alimento_funcional,,,60,bajo_en_grasa|buena_fuente_hierro|libre_de_grasa,por_100g
422,cereza,,10,alimento chileno de la categoria 10,chile,segun preparacion tradicional,todo el ano,2,,🔥 antioxidante,fruta / jugo,tabla composicion quimica alimentos chilenos,,62.0,0.5,143.0,0.1,,,,,0.6,,,g,100,,0.6,,,,0.13,0.03,,,,,,34.0,1.9,,27.0,,,,,,,,,,,,,materia_prima,,,,,alimento_funcional,,,60,bajo_en_grasa|buena_fuente_hierro|libre_de_grasa,por_100g
423,pera,,10,alimento chileno de la categoria 10,chile,segun preparacion tradicional,todo el ano,2,,🔥 antioxidante,fruta / jugo,tabla composicion quimica alimentos chilenos,,51.0,0.3,108.0,0.4,,,,,0.4,,,g,100,,0.4,,,,0.05,0.04,,,,,,21.0,1.0,,26.0,,,,,,,,,,,,,materia_prima,,,,,alimento_funcional,,,60,bajo_en_grasa|libre_de_grasa,por_100g
